"","Date","Ticker","Price"
"1261",20120103,"MSFT",26.765
"1262",20120104,"MSFT",27.4
"1263",20120105,"MSFT",27.68
"1264",20120106,"MSFT",28.105
"1265",20120109,"MSFT",27.74
"1266",20120110,"MSFT",27.84
"1267",20120111,"MSFT",27.72
"1268",20120112,"MSFT",28
"1269",20120113,"MSFT",28.25
"1270",20120117,"MSFT",28.255
"1271",20120118,"MSFT",28.23
"1272",20120119,"MSFT",28.12
"1273",20120120,"MSFT",29.71
"1274",20120123,"MSFT",29.73
"1275",20120124,"MSFT",29.34
"1276",20120125,"MSFT",29.56
"1277",20120126,"MSFT",29.5
"1278",20120127,"MSFT",29.23
"1279",20120130,"MSFT",29.61
"1280",20120131,"MSFT",29.53
"1281",20120201,"MSFT",29.89
"1282",20120202,"MSFT",29.95
"1283",20120203,"MSFT",30.24
"1284",20120206,"MSFT",30.2
"1285",20120207,"MSFT",30.35
"1286",20120208,"MSFT",30.66
"1287",20120209,"MSFT",30.77
"1288",20120210,"MSFT",30.495
"1289",20120213,"MSFT",30.58
"1290",20120214,"MSFT",30.25
"1291",20120215,"MSFT",30.05
"1292",20120216,"MSFT",31.285
"1293",20120217,"MSFT",31.25
"1294",20120221,"MSFT",31.44
"1295",20120222,"MSFT",31.27
"1296",20120223,"MSFT",31.37
"1297",20120224,"MSFT",31.48
"1298",20120227,"MSFT",31.35
"1299",20120228,"MSFT",31.87
"1300",20120229,"MSFT",31.74
"1301",20120301,"MSFT",32.29
"1302",20120302,"MSFT",32.075
"1303",20120305,"MSFT",31.8
"1304",20120306,"MSFT",31.555
"1305",20120307,"MSFT",31.84
"1306",20120308,"MSFT",32.01
"1307",20120309,"MSFT",31.99
"1308",20120312,"MSFT",32.04
"1309",20120313,"MSFT",32.67
"1310",20120314,"MSFT",32.77
"1311",20120315,"MSFT",32.85
