PERMNO,date,Ticker,Price,Shares_outstanding,Stock_return,SP_Return,marketcap,beta
89565,2015-07-31,CMCSK,62.34,368198,0.04004,0.019742,22953463.32,0.7895267643903419
89565,2015-08-31,CMCSK,57.24,368198,-0.081809,-0.062581,21075653.52,0.7895267643903419
89565,2015-09-30,CMCSK,57.24,347327,0.0,-0.026443,19880997.48,0.7895267643903419
89565,2015-10-30,CMCSK,62.71,347327,0.095562,0.082983,21780876.17,0.7895267643903419
89565,2015-11-30,CMCSK,61.04,347327,-0.02663,5.05e-4,21200840.08,0.7895267643903419
89565,2015-12-31,CMCSK,NA,347327,NA,-0.01753,NA,0.7895267643903419
89626,2010-01-29,CME,286.82001,66511,-0.146267,-0.036974,19076685.685110003,0.7895267643903419
89626,2010-02-26,CME,301.69,66644,0.051844,0.028514,20105828.36,0.7895267643903419
89626,2010-03-31,CME,316.10999,65686,0.047797,0.058796,20764000.80314,0.7895267643903419
89626,2010-04-30,CME,329.26999,65686,0.041631,0.014759,21628428.56314,0.7895267643903419
89626,2010-05-28,CME,316.64999,65686,-0.038327,-0.081976,20799471.24314,0.7895267643903419
89626,2010-06-30,CME,281.54999,65585,-0.110848,-0.053882,18465456.09415,0.7895267643903419
89626,2010-07-30,CME,278.79999,67215,-0.009767,0.068778,18739541.32785,0.7895267643903419
89626,2010-08-31,CME,248.16,67215,-0.1099,-0.047449,16680074.4,0.7895267643903419
89626,2010-09-30,CME,260.45001,66793,0.049525,0.087551,17396237.51793,0.7895267643903419
89626,2010-10-29,CME,289.64999,67012,0.112114,0.036856,19410025.12988,0.7895267643903419
89626,2010-11-30,CME,288.06,67012,-0.005489,-0.00229,19303476.72,0.7895267643903419
89626,2010-12-31,CME,321.75,66847,0.116955,0.0653,21508022.25,0.7895267643903419
89626,2011-01-31,CME,308.56,66847,-0.040995,0.022646,20626310.32,0.7895267643903419
89626,2011-02-28,CME,311.28,67049,0.008815,0.031957,20871012.72,0.7895267643903419
89626,2011-03-31,CME,301.54999,66862,-0.031258,-0.001047,20162235.43138,0.7895267643903419
89626,2011-04-29,CME,295.76999,67059,-0.019168,0.028495,19834039.75941,0.7895267643903419
89626,2011-05-31,CME,285.76001,67059,-0.033844,-0.013501,19162780.510590002,0.7895267643903419
89626,2011-06-30,CME,291.59,66667,0.020402,-0.018258,19439430.529999997,0.7895267643903419
89626,2011-07-29,CME,289.19,66863,-0.008231,-0.021474,19336110.97,0.7895267643903419
89626,2011-08-31,CME,267.12,66863,-0.076317,-0.056791,17860444.56,0.7895267643903419
89626,2011-09-30,CME,246.39999,66119,-0.077568,-0.071762,16291720.93881,0.7895267643903419
89626,2011-10-31,CME,275.56,66388,0.118344,0.107723,18293877.28,0.7895267643903419
89626,2011-11-30,CME,249.28,66388,-0.095369,-0.005059,16549200.64,0.7895267643903419
89626,2011-12-30,CME,243.67,66128,-0.022505,0.008533,16113409.76,0.7895267643903419
89626,2012-01-31,CME,239.50999,66128,-0.017072,0.043583,15838316.618719999,0.7895267643903419
89626,2012-02-29,CME,289.48999,66440,0.208676,0.040589,19233714.935599998,0.7895267643903419
89626,2012-03-30,CME,289.32999,66194,-5.53e-4,0.031332,19151909.358060002,0.7895267643903419
89626,2012-04-30,CME,265.82001,66462,-0.081257,-0.007497,17666929.50462,0.7895267643903419
89626,2012-05-31,CME,257.57001,66462,-0.031036,-0.062651,17118618.00462,0.7895267643903419
89626,2012-06-29,CME,268.10999,66462,0.040921,0.039555,17819126.15538,0.7895267643903419
89626,2012-07-31,CME,52.11,332510,-0.028197,0.012598,17327096.1,0.7895267643903419
89626,2012-08-31,CME,54.9,332510,0.053541,0.019763,18254799.0,0.7895267643903419
89626,2012-09-28,CME,57.29,331686,0.043534,0.024236,19002290.94,0.7895267643903419
89626,2012-10-31,CME,55.93,333384,-0.023739,-0.019789,18646167.12,0.7895267643903419
89626,2012-11-30,CME,55.27,333384,-0.0118,0.002847,18426133.68,0.7895267643903419
89626,2012-12-31,CME,50.67,331832,-0.083228,0.007068,16813927.44,0.7895267643903419
89626,2013-01-31,CME,57.84,331832,0.141504,0.050428,19193162.880000003,0.7895267643903419
89626,2013-02-28,CME,59.67,333578,0.031639,0.011061,19904599.26,0.7895267643903419
89626,2013-03-28,CME,61.41,332163,0.02916,0.035988,20398129.83,0.7895267643903419
89626,2013-04-30,CME,60.86,333886,-0.008956,0.018086,20320301.96,0.7895267643903419
89626,2013-05-31,CME,67.93,333886,0.116168,0.020763,22680875.98,0.7895267643903419
89626,2013-06-28,CME,75.95,332601,0.118063,-0.014999,25261045.95,0.7895267643903419
89626,2013-07-31,CME,74.062,334294,-0.024858,0.049462,24758482.228,0.7895267643903419
89626,2013-08-30,CME,71.11,334294,-0.039858,-0.031298,23771646.34,0.7895267643903419
89626,2013-09-30,CME,73.88,333438,0.038954,0.029749,24634399.439999998,0.7895267643903419
89626,2013-10-31,CME,74.21,335352,0.004467,0.044596,24886471.919999998,0.7895267643903419
89626,2013-11-29,CME,81.95,335352,0.104299,0.028049,27482096.400000002,0.7895267643903419
89626,2013-12-31,CME,78.46,333852,-0.042587,0.023563,26194027.919999998,0.7895267643903419
89626,2014-01-31,CME,74.76,333852,-0.047158,-0.035583,24958775.520000003,0.7895267643903419
89626,2014-02-28,CME,73.82,335695,-0.012574,0.043117,24781004.9,0.7895267643903419
89626,2014-03-31,CME,74.02,334007,0.002709,0.006932,24723198.139999997,0.7895267643903419
89626,2014-04-30,CME,70.39,335791,-0.049041,0.006201,23636328.49,0.7895267643903419
89626,2014-05-30,CME,72.0,335791,0.022873,0.02103,24176952.0,0.7895267643903419
89626,2014-06-30,CME,70.95,334251,-0.014583,0.019058,23715108.45,0.7895267643903419
89626,2014-07-31,CME,73.94,336019,0.042142,-0.01508,24845244.86,0.7895267643903419
89626,2014-08-29,CME,76.55,336019,0.035299,0.037655,25722254.45,0.7895267643903419
89626,2014-09-30,CME,79.955,334985,0.044481,-0.015514,26783725.675,0.7895267643903419
89626,2014-10-31,CME,83.81,336838,0.048215,0.023201,28230392.78,0.7895267643903419
89626,2014-11-28,CME,84.64,336838,0.009903,0.024534,28509968.32,0.7895267643903419
89626,2014-12-31,CME,88.65,335452,0.047377,-0.004189,29737819.8,0.7895267643903419
89626,2015-01-30,CME,85.3,335452,-0.037789,-0.031041,28614055.599999998,0.7895267643903419
89626,2015-02-27,CME,95.93,337341,0.124619,0.054893,32361122.130000003,0.7895267643903419
89626,2015-03-31,CME,94.71,335928,-0.012718,-0.017396,31815740.88,0.7895267643903419
89626,2015-04-30,CME,90.91,337555,-0.040122,0.008521,30687125.049999997,0.7895267643903419
89626,2015-05-29,CME,94.2,337555,0.03619,0.010491,31797681.0,0.7895267643903419
89626,2015-06-30,CME,93.06,336186,-0.012102,-0.021012,31285469.16,0.7895267643903419
89626,2015-07-31,CME,96.04,337756,0.032022,0.019742,32438086.240000002,0.7895267643903419
89626,2015-08-31,CME,94.44,337756,-0.01666,-0.062581,31897676.64,0.7895267643903419
89626,2015-09-30,CME,92.74,336736,-0.018001,-0.026443,31228896.639999997,0.7895267643903419
89626,2015-10-30,CME,94.47,338233,0.018654,0.082983,31952871.509999998,0.7895267643903419
89626,2015-11-30,CME,97.65,338233,0.033661,5.05e-4,33028452.450000003,0.7895267643903419
89626,2015-12-31,CME,90.6,338233,-0.072197,-0.01753,30643909.799999997,0.7895267643903419
91068,2010-01-29,CMG,96.46,31694,0.094147,-0.036974,3057203.2399999998,0.7895267643903419
91068,2010-02-26,CMG,104.71,31559,0.085528,0.028514,3304542.8899999997,0.7895267643903419
91068,2010-03-31,CMG,112.67,31559,0.076019,0.058796,3555752.5300000003,0.7895267643903419
91068,2010-04-30,CMG,134.91,31462,0.197391,0.014759,4244538.42,0.7895267643903419
91068,2010-05-28,CMG,142.28,31462,0.054629,-0.081976,4476413.36,0.7895267643903419
91068,2010-06-30,CMG,136.81,31462,-0.038445,-0.053882,4304316.22,0.7895267643903419
91068,2010-07-30,CMG,147.89999,31108,0.081061,0.068778,4600872.88892,0.7895267643903419
91068,2010-08-31,CMG,150.83,31108,0.019811,-0.047449,4692019.640000001,0.7895267643903419
91068,2010-09-30,CMG,172.0,31108,0.140357,0.087551,5350576.0,0.7895267643903419
91068,2010-10-29,CMG,210.21001,30945,0.222151,0.036856,6504948.759450001,0.7895267643903419
91068,2010-11-30,CMG,258.48999,30945,0.229675,-0.00229,7998972.740549999,0.7895267643903419
91068,2010-12-31,CMG,212.66,30945,-0.177299,0.0653,6580763.7,0.7895267643903419
91068,2011-01-31,CMG,218.92,30945,0.029437,0.022646,6774479.399999999,0.7895267643903419
91068,2011-02-28,CMG,245.0,31038,0.11913,0.031957,7604310.0,0.7895267643903419
91068,2011-03-31,CMG,272.37,31038,0.111714,-0.001047,8453820.06,0.7895267643903419
91068,2011-04-29,CMG,266.79001,31119,-0.020486999999999998,0.028495,8302238.32119,0.7895267643903419
91068,2011-05-31,CMG,289.07001,31119,0.083511,-0.013501,8995569.64119,0.7895267643903419
91068,2011-06-30,CMG,308.19,31119,0.066143,-0.018258,9590564.61,0.7895267643903419
91068,2011-07-29,CMG,324.57999,31346,0.053181,-0.021474,10174284.36654,0.7895267643903419
91068,2011-08-31,CMG,313.37,31346,-0.034537,-0.056791,9822896.02,0.7895267643903419
91068,2011-09-30,CMG,302.95001,31346,-0.033251,-0.071762,9496271.013460001,0.7895267643903419
91068,2011-10-31,CMG,336.12,31296,0.10949,0.107723,10519211.52,0.7895267643903419
91068,2011-11-30,CMG,321.56,31296,-0.043318,-0.005059,10063541.76,0.7895267643903419
91068,2011-12-30,CMG,337.73999,31296,0.050317,0.008533,10569910.727039998,0.7895267643903419
91068,2012-01-31,CMG,367.29001,31296,0.087493,0.043583,11494708.15296,0.7895267643903419
91068,2012-02-29,CMG,390.22,31262,0.06243,0.040589,12199057.64,0.7895267643903419
91068,2012-03-30,CMG,418.0,31262,0.071191,0.031332,13067516.0,0.7895267643903419
91068,2012-04-30,CMG,414.14999,31703,-0.009211,-0.007497,13129797.13297,0.7895267643903419
91068,2012-05-31,CMG,413.07001,31703,-0.002608,-0.062651,13095558.52703,0.7895267643903419
91068,2012-06-29,CMG,379.95001,31703,-0.08018,0.039555,12045555.167030001,0.7895267643903419
91068,2012-07-31,CMG,292.32999,31683,-0.230609,0.012598,9261891.07317,0.7895267643903419
91068,2012-08-31,CMG,288.64001,31683,-0.012623,0.019763,9144981.436830001,0.7895267643903419
91068,2012-09-28,CMG,317.54001,31683,0.100125,0.024236,10060620.13683,0.7895267643903419
91068,2012-10-31,CMG,254.53,31496,-0.198432,-0.019789,8016676.88,0.7895267643903419
91068,2012-11-30,CMG,263.78,31496,0.036341,0.002847,8308014.879999999,0.7895267643903419
91068,2012-12-31,CMG,297.45999,31496,0.127682,0.007068,9368799.845040001,0.7895267643903419
91068,2013-01-31,CMG,307.01001,31496,0.032105,0.050428,9669587.27496,0.7895267643903419
91068,2013-02-28,CMG,316.79001,31032,0.031856,0.011061,9830627.59032,0.7895267643903419
91068,2013-03-28,CMG,325.87,30946,0.028662,0.035988,10084373.02,0.7895267643903419
91068,2013-04-30,CMG,363.19,30911,0.114524,0.018086,11226566.09,0.7895267643903419
91068,2013-05-31,CMG,361.0,30911,-0.00603,0.020763,11158871.0,0.7895267643903419
91068,2013-06-28,CMG,364.35001,30911,0.00928,-0.014999,11262423.15911,0.7895267643903419
91068,2013-07-31,CMG,412.26999,30869,0.131522,0.049462,12726362.32131,0.7895267643903419
91068,2013-08-30,CMG,408.17001,30869,-0.009945,-0.031298,12599800.038689999,0.7895267643903419
91068,2013-09-30,CMG,428.80399,30869,0.050552,0.029749,13236750.36731,0.7895267643903419
91068,2013-10-31,CMG,526.96997,30944,0.22893,0.044596,16306558.75168,0.7895267643903419
91068,2013-11-29,CMG,523.85999,30944,-0.005902,0.028049,16210323.530560002,0.7895267643903419
91068,2013-12-31,CMG,532.78003,30944,0.017028,0.023563,16486345.24832,0.7895267643903419
91068,2014-01-31,CMG,551.96002,30944,0.036,-0.035583,17079850.85888,0.7895267643903419
91068,2014-02-28,CMG,565.21002,31024,0.024005,0.043117,17535075.66048,0.7895267643903419
91068,2014-03-31,CMG,568.04999,31089,0.005025,0.006932,17660106.13911,0.7895267643903419
91068,2014-04-30,CMG,498.5,31083,-0.122436,0.006201,15494875.5,0.7895267643903419
91068,2014-05-30,CMG,547.09003,31083,0.097472,0.02103,17005199.402489997,0.7895267643903419
91068,2014-06-30,CMG,592.51001,31083,0.083021,0.019058,18416988.64083,0.7895267643903419
91068,2014-07-31,CMG,672.5,31016,0.135002,-0.01508,20858260.0,0.7895267643903419
91068,2014-08-29,CMG,678.65002,31016,0.009145,0.037655,21049009.020320002,0.7895267643903419
91068,2014-09-30,CMG,666.59003,31016,-0.017771,-0.015514,20674956.370479997,0.7895267643903419
91068,2014-10-31,CMG,638.0,31013,-0.04289,0.023201,19786294.0,0.7895267643903419
91068,2014-11-28,CMG,663.62,31013,0.040157,0.024534,20580847.06,0.7895267643903419
91068,2014-12-31,CMG,684.51001,31013,0.031479,-0.004189,21228708.94013,0.7895267643903419
91068,2015-01-30,CMG,709.84003,31013,0.037005,-0.031041,22014268.85039,0.7895267643903419
91068,2015-02-27,CMG,664.96997,31022,-0.063212,0.054893,20628698.409339998,0.7895267643903419
91068,2015-03-31,CMG,650.53998,31049,-0.0217,-0.017396,20198615.83902,0.7895267643903419
91068,2015-04-30,CMG,621.34003,31047,-0.044886,0.008521,19290743.91141,0.7895267643903419
91068,2015-05-29,CMG,615.52002,31047,-0.009367,0.010491,19110050.06094,0.7895267643903419
91068,2015-06-30,CMG,604.98999,31047,-0.017108,-0.021012,18783124.21953,0.7895267643903419
91068,2015-07-31,CMG,742.22998,31142,0.226847,0.019742,23114526.037159998,0.7895267643903419
91068,2015-08-31,CMG,710.01001,31142,-0.04341,-0.062581,22111131.73142,0.7895267643903419
91068,2015-09-30,CMG,720.25,31142,0.014422,-0.026443,22430025.5,0.7895267643903419
91068,2015-10-30,CMG,640.22998,31188,-0.1111,0.082983,19967492.61624,0.7895267643903419
91068,2015-11-30,CMG,579.54999,31188,-0.094778,5.05e-4,18075005.08812,0.7895267643903419
91068,2015-12-31,CMG,479.85001,31188,-0.17203,-0.01753,14965562.11188,0.7895267643903419
84387,2010-01-29,CMT,2.9901,7001,0.041847,-0.036974,20933.6901,0.7895267643903419
84387,2010-02-26,CMT,2.93,7001,-0.0201,0.028514,20512.93,0.7895267643903419
84387,2010-03-31,CMT,3.33,7001,0.136519,0.058796,23313.33,0.7895267643903419
84387,2010-04-30,CMT,5.3,6987,0.591592,0.014759,37031.1,0.7895267643903419
84387,2010-05-28,CMT,5.15,6998,-0.028302,-0.081976,36039.700000000004,0.7895267643903419
84387,2010-06-30,CMT,5.45,6998,0.058252,-0.053882,38139.1,0.7895267643903419
84387,2010-07-30,CMT,5.61,6998,0.029358,0.068778,39258.78,0.7895267643903419
84387,2010-08-31,CMT,4.69,7077,-0.163993,-0.047449,33191.130000000005,0.7895267643903419
84387,2010-09-30,CMT,4.4,7077,-0.061834,0.087551,31138.800000000003,0.7895267643903419
84387,2010-10-29,CMT,-4.825,7077,0.096591,0.036856,-34146.525,0.7895267643903419
84387,2010-11-30,CMT,5.05,7083,0.046632,-0.00229,35769.15,0.7895267643903419
84387,2010-12-31,CMT,5.76,7083,0.140594,0.0653,40798.08,0.7895267643903419
84387,2011-01-31,CMT,6.14,7083,0.065972,0.022646,43489.619999999995,0.7895267643903419
84387,2011-02-28,CMT,6.24,7083,0.016287,0.031957,44197.92,0.7895267643903419
84387,2011-03-31,CMT,7.7299,7102,0.238766,-0.001047,54897.7498,0.7895267643903419
84387,2011-04-29,CMT,8.45,7102,0.093158,0.028495,60011.899999999994,0.7895267643903419
84387,2011-05-31,CMT,9.6,7153,0.136095,-0.013501,68668.8,0.7895267643903419
84387,2011-06-30,CMT,8.97,7153,-0.065625,-0.018258,64162.41,0.7895267643903419
84387,2011-07-29,CMT,9.11,7153,0.015608,-0.021474,65163.829999999994,0.7895267643903419
84387,2011-08-31,CMT,8.63,7137,-0.052689,-0.056791,61592.310000000005,0.7895267643903419
84387,2011-09-30,CMT,7.73,7137,-0.104287,-0.071762,55169.01,0.7895267643903419
84387,2011-10-31,CMT,8.68,7137,0.122898,0.107723,61949.159999999996,0.7895267643903419
84387,2011-11-30,CMT,8.26,7213,-0.048387,-0.005059,59579.38,0.7895267643903419
84387,2011-12-30,CMT,8.09,7213,-0.020581,0.008533,58353.17,0.7895267643903419
84387,2012-01-31,CMT,8.49,7213,0.049444,0.043583,61238.37,0.7895267643903419
84387,2012-02-29,CMT,9.57,7213,0.127208,0.040589,69028.41,0.7895267643903419
84387,2012-03-30,CMT,9.2,7246,-0.038662,0.031332,66663.2,0.7895267643903419
84387,2012-04-30,CMT,8.31,7246,-0.096739,-0.007497,60214.26,0.7895267643903419
84387,2012-05-31,CMT,7.71,7305,-0.072202,-0.062651,56321.55,0.7895267643903419
84387,2012-06-29,CMT,8.24,7305,0.068742,0.039555,60193.200000000004,0.7895267643903419
84387,2012-07-31,CMT,8.01,7305,-0.027913,0.012598,58513.049999999996,0.7895267643903419
84387,2012-08-31,CMT,7.46,7275,-0.068664,0.019763,54271.5,0.7895267643903419
84387,2012-09-28,CMT,7.348,7275,-0.015013,0.024236,53456.7,0.7895267643903419
84387,2012-10-31,CMT,7.02,7275,-0.044638,-0.019789,51070.5,0.7895267643903419
84387,2012-11-30,CMT,6.85,7275,-0.024217,0.002847,49833.75,0.7895267643903419
84387,2012-12-31,CMT,6.62,7275,-0.033577,0.007068,48160.5,0.7895267643903419
84387,2013-01-31,CMT,7.06,7275,0.066465,0.050428,51361.5,0.7895267643903419
84387,2013-02-28,CMT,6.9799,7275,-0.011346,0.011061,50778.7725,0.7895267643903419
84387,2013-03-28,CMT,8.83,7271,0.265061,0.035988,64202.93,0.7895267643903419
84387,2013-04-30,CMT,8.91,7276,0.00906,0.018086,64829.16,0.7895267643903419
84387,2013-05-31,CMT,9.36,7276,0.050505,0.020763,68103.36,0.7895267643903419
84387,2013-06-28,CMT,8.92,7276,-0.047009,-0.014999,64901.92,0.7895267643903419
84387,2013-07-31,CMT,9.23,7276,0.034753,0.049462,67157.48,0.7895267643903419
84387,2013-08-30,CMT,9.36,7335,0.014085,-0.031298,68655.59999999999,0.7895267643903419
84387,2013-09-30,CMT,9.58,7335,0.023504,0.029749,70269.3,0.7895267643903419
84387,2013-10-31,CMT,10.8,7335,0.127349,0.044596,79218.0,0.7895267643903419
84387,2013-11-29,CMT,11.45,7431,0.060185,0.028049,85084.95,0.7895267643903419
84387,2013-12-31,CMT,13.7,7431,0.196507,0.023563,101804.7,0.7895267643903419
84387,2014-01-31,CMT,12.25,7431,-0.105839,-0.035583,91029.75,0.7895267643903419
84387,2014-02-28,CMT,14.85,7431,0.212245,0.043117,110350.34999999999,0.7895267643903419
84387,2014-03-31,CMT,12.73,7443,-0.142761,0.006932,94749.39,0.7895267643903419
84387,2014-04-30,CMT,12.01,7596,-0.056559,0.006201,91227.95999999999,0.7895267643903419
84387,2014-05-30,CMT,12.17,7596,0.013322,0.02103,92443.31999999999,0.7895267643903419
84387,2014-06-30,CMT,13.0,7596,0.0682,0.019058,98748.0,0.7895267643903419
84387,2014-07-31,CMT,13.25,7596,0.019231,-0.01508,100647.0,0.7895267643903419
84387,2014-08-29,CMT,13.91,7667,0.049811,0.037655,106647.97,0.7895267643903419
84387,2014-09-30,CMT,14.32,7667,0.029475,-0.015514,109791.44,0.7895267643903419
84387,2014-10-31,CMT,13.3,7667,-0.071229,0.023201,101971.1,0.7895267643903419
84387,2014-11-28,CMT,12.88,7670,-0.031579,0.024534,98789.6,0.7895267643903419
84387,2014-12-31,CMT,13.9999,7670,0.086949,-0.004189,107379.23300000001,0.7895267643903419
84387,2015-01-30,CMT,14.5,7670,0.035722,-0.031041,111215.0,0.7895267643903419
84387,2015-02-27,CMT,14.1,7670,-0.027586,0.054893,108147.0,0.7895267643903419
84387,2015-03-31,CMT,17.17,7562,0.21773,-0.017396,129839.54000000001,0.7895267643903419
84387,2015-04-30,CMT,21.88,7666,0.274316,0.008521,167732.08,0.7895267643903419
84387,2015-05-29,CMT,26.01,7666,0.188757,0.010491,199392.66,0.7895267643903419
84387,2015-06-30,CMT,22.84,7666,-0.121876,-0.021012,175091.44,0.7895267643903419
84387,2015-07-31,CMT,19.08,7666,-0.164623,0.019742,146267.28,0.7895267643903419
84387,2015-08-31,CMT,21.85,7709,0.145178,-0.062581,168441.65000000002,0.7895267643903419
84387,2015-09-30,CMT,18.45,7709,-0.155606,-0.026443,142231.05,0.7895267643903419
84387,2015-10-30,CMT,20.04,7709,0.086179,0.082983,154488.36,0.7895267643903419
84387,2015-11-30,CMT,14.25,7711,-0.288922,5.05e-4,109881.75,0.7895267643903419
84387,2015-12-31,CMT,12.83,7711,-0.099649,-0.01753,98932.13,0.7895267643903419
76082,2010-01-29,COG,38.27,103654,-0.122046,-0.036974,3966838.5800000005,0.7895267643903419
76082,2010-02-26,COG,40.14,103821,0.048863,0.028514,4167374.94,0.7895267643903419
76082,2010-03-31,COG,36.8,103910,-0.083209,0.058796,3823887.9999999995,0.7895267643903419
76082,2010-04-30,COG,36.13,103910,-0.018206,0.014759,3754268.3000000003,0.7895267643903419
76082,2010-05-28,COG,34.69,103910,-0.039856,-0.081976,3604637.9,0.7895267643903419
76082,2010-06-30,COG,31.32,103910,-0.097146,-0.053882,3254461.2,0.7895267643903419
76082,2010-07-30,COG,30.47,104135,-0.027139,0.068778,3172993.4499999997,0.7895267643903419
76082,2010-08-31,COG,27.84,104135,-0.086314,-0.047449,2899118.4,0.7895267643903419
76082,2010-09-30,COG,30.11,104135,0.081537,0.087551,3135504.85,0.7895267643903419
76082,2010-10-29,COG,28.98,103973,-0.037529,0.036856,3013137.54,0.7895267643903419
76082,2010-11-30,COG,34.97,103973,0.206694,-0.00229,3635935.81,0.7895267643903419
76082,2010-12-31,COG,37.85,103973,0.082356,0.0653,3935378.0500000003,0.7895267643903419
76082,2011-01-31,COG,41.63,103973,0.099868,0.022646,4328395.99,0.7895267643903419
76082,2011-02-28,COG,45.66,104277,0.096805,0.031957,4761287.819999999,0.7895267643903419
76082,2011-03-31,COG,52.97,104237,0.160096,-0.001047,5521433.89,0.7895267643903419
76082,2011-04-29,COG,56.28,104467,0.062488,0.028495,5879402.76,0.7895267643903419
76082,2011-05-31,COG,58.75,104467,0.043888,-0.013501,6137436.25,0.7895267643903419
76082,2011-06-30,COG,66.31,104467,0.128681,-0.018258,6927206.7700000005,0.7895267643903419
76082,2011-07-29,COG,74.08,104489,0.117177,-0.021474,7740545.12,0.7895267643903419
76082,2011-08-31,COG,75.86,104489,0.024028,-0.056791,7926535.54,0.7895267643903419
76082,2011-09-30,COG,61.91,104489,-0.183891,-0.071762,6468913.989999999,0.7895267643903419
76082,2011-10-31,COG,77.72,104494,0.255371,0.107723,8121273.68,0.7895267643903419
76082,2011-11-30,COG,88.59,104494,0.139861,-0.005059,9257123.46,0.7895267643903419
76082,2011-12-30,COG,75.9,104494,-0.143244,0.008533,7931094.600000001,0.7895267643903419
76082,2012-01-31,COG,31.9,208988,-0.15942,0.043583,6666717.199999999,0.7895267643903419
76082,2012-02-29,COG,34.88,209827,0.093417,0.040589,7318765.760000001,0.7895267643903419
76082,2012-03-30,COG,31.17,209425,-0.106365,0.031332,6527777.25,0.7895267643903419
76082,2012-04-30,COG,35.14,209831,0.127366,-0.007497,7373461.34,0.7895267643903419
76082,2012-05-31,COG,32.54,209831,-0.07399,-0.062651,6827900.74,0.7895267643903419
76082,2012-06-29,COG,39.4,209831,0.210817,0.039555,8267341.399999999,0.7895267643903419
76082,2012-07-31,COG,42.19,209989,0.070812,0.012598,8859435.91,0.7895267643903419
76082,2012-08-31,COG,41.41,209989,-0.018488,0.019763,8695644.489999998,0.7895267643903419
76082,2012-09-28,COG,44.9,209989,0.084279,0.024236,9428506.1,0.7895267643903419
76082,2012-10-31,COG,46.98,210242,0.046325,-0.019789,9877169.16,0.7895267643903419
76082,2012-11-30,COG,47.1,210242,0.002554,0.002847,9902398.200000001,0.7895267643903419
76082,2012-12-31,COG,49.74,210242,0.056051,0.007068,10457437.08,0.7895267643903419
76082,2013-01-31,COG,52.78,210242,0.061118,0.050428,11096572.76,0.7895267643903419
76082,2013-02-28,COG,61.97,210430,0.174119,0.011061,13040347.1,0.7895267643903419
76082,2013-03-28,COG,67.61,210345,0.091012,0.035988,14221425.45,0.7895267643903419
76082,2013-04-30,COG,68.05,210750,0.006508,0.018086,14341537.5,0.7895267643903419
76082,2013-05-31,COG,70.36,210750,0.033946,0.020763,14828370.0,0.7895267643903419
76082,2013-06-28,COG,71.02,210750,0.00938,-0.014999,14967465.0,0.7895267643903419
76082,2013-07-31,COG,75.82,210764,0.067587,0.049462,15980126.479999999,0.7895267643903419
76082,2013-08-30,COG,39.13,421528,0.032182,-0.031298,16494390.64,0.7895267643903419
76082,2013-09-30,COG,37.32,421528,-0.046256,0.029749,15731424.96,0.7895267643903419
76082,2013-10-31,COG,35.32,421960,-0.053591,0.044596,14903627.2,0.7895267643903419
76082,2013-11-29,COG,34.45,421960,-0.024632,0.028049,14536522.000000002,0.7895267643903419
76082,2013-12-31,COG,38.76,421960,0.125109,0.023563,16355169.6,0.7895267643903419
76082,2014-01-31,COG,39.98,421960,0.031476,-0.035583,16869960.799999997,0.7895267643903419
76082,2014-02-28,COG,35.0,422239,-0.124562,0.043117,14778365.0,0.7895267643903419
76082,2014-03-31,COG,33.88,417288,-0.032,0.006932,14137717.440000001,0.7895267643903419
76082,2014-04-30,COG,39.28,417291,0.159386,0.006201,16391190.48,0.7895267643903419
76082,2014-05-30,COG,36.24,417291,-0.077393,0.02103,15122625.840000002,0.7895267643903419
76082,2014-06-30,COG,34.14,417291,-0.057947,0.019058,14246314.74,0.7895267643903419
76082,2014-07-31,COG,32.95,417294,-0.034856,-0.01508,13749837.3,0.7895267643903419
76082,2014-08-29,COG,33.54,417294,0.017906,0.037655,13996040.76,0.7895267643903419
76082,2014-09-30,COG,32.69,417294,-0.025343,-0.015514,13641340.86,0.7895267643903419
76082,2014-10-31,COG,31.1,413020,-0.048639,0.023201,12844922.0,0.7895267643903419
76082,2014-11-28,COG,33.04,413020,0.062379,0.024534,13646180.799999999,0.7895267643903419
76082,2014-12-31,COG,29.61,413020,-0.103814,-0.004189,12229522.2,0.7895267643903419
76082,2015-01-30,COG,26.5,413020,-0.105032,-0.031041,10945030.0,0.7895267643903419
76082,2015-02-27,COG,29.0,413171,0.09434,0.054893,11981959.0,0.7895267643903419
76082,2015-03-31,COG,29.53,413601,0.018276,-0.017396,12213637.530000001,0.7895267643903419
76082,2015-04-30,COG,33.82,413604,0.145276,0.008521,13988087.28,0.7895267643903419
76082,2015-05-29,COG,33.96,413604,0.00414,0.010491,14045991.84,0.7895267643903419
76082,2015-06-30,COG,31.54,413604,-0.07126,-0.021012,13045070.16,0.7895267643903419
76082,2015-07-31,COG,26.16,413808,-0.170577,0.019742,10825217.28,0.7895267643903419
76082,2015-08-31,COG,23.67,413808,-0.095183,-0.062581,9794835.360000001,0.7895267643903419
76082,2015-09-30,COG,21.86,413808,-0.076468,-0.026443,9045842.879999999,0.7895267643903419
76082,2015-10-30,COG,21.71,413875,-0.006862,0.082983,8985226.25,0.7895267643903419
76082,2015-11-30,COG,18.83,413875,-0.132658,5.05e-4,7793266.249999999,0.7895267643903419
76082,2015-12-31,COG,17.69,413875,-0.060542,-0.01753,7321448.750000001,0.7895267643903419
13982,2013-06-28,COLE,11.44,494077,NA,-0.014999,5652240.88,0.7895267643903419
